A2HR7ZIX42FEPG,22,0
ANS32KK8E96UK,169,1
AKEHW5BOBEBFS,652,0
A2BIB960QFJWZD,870,1
A1MYBMOZH043LK,521,1
A2BIB960QFJWZD,478,1
AMKWR51EXOPA4,586,1
A1MYBMOZH043LK,168,0
A2MH3BPMSRX0C6,810,1
A3Q1351EOKQ4DH,918,0
A2H1SXWWSQBT3D,2010,1
A3PHU29FNBH1NW,803,0
AZ311BQ3SX1G0,479,1
ANS32KK8E96UK,125,0
A3TBGB7VGRRYCT,905,1
A2WDPK69XZC9H,927,1
A2WDPK69XZC9H,906,1
A2PEL01IY4YBLJ,468,0
A25WL7E75KK134,728,1
A3TBGB7VGRRYCT,841,0
A3871E2A67AEWA,402,1
AZ311BQ3SX1G0,598,1
A1CO7S8BZUQROB,2012,0
A3KWQVFAS7MXE0,463,1
AMKWR51EXOPA4,91,0
A1RFFFC4YSNLX9,589,0
AZ311BQ3SX1G0,705,1
A2PEL01IY4YBLJ,477,0
A1SRI5PDX6WB9B,463,0
A3Q1351EOKQ4DH,507,0
A3KWQVFAS7MXE0,966,0
AMKWR51EXOPA4,79,0
A38EIJ4VOJH3YO,604,0
A26UOQCTO9VDZO,523,0
A3VVBTVOIYLJVC,224,0
A3KWQVFAS7MXE0,365,0
A382SL9ROIY1P6,72,1
A2DIM099APN6L7,2006,0
A1FWIP27M5BL8L,516,0
A1P0XSCJ9XAV74,2017,1
A26UOQCTO9VDZO,790,0
A2HVUJSA0VSK4D,563,0
A3PHU29FNBH1NW,864,0
AGV5848LC2IXX,2000,0
A2PEL01IY4YBLJ,82,1
A3TBGB7VGRRYCT,921,0
A1WVLU0KTI9GYB,59,1
AZ311BQ3SX1G0,911,1
A25WL7E75KK134,80,1
A3R7A6AUGQLEH9,953,0
AMKWR51EXOPA4,717,1
A38EIJ4VOJH3YO,158,0
A3KWQVFAS7MXE0,469,0
AZ311BQ3SX1G0,303,1
A1DXFMUVK5015A,2011,0
A3Q1351EOKQ4DH,883,1
AKEHW5BOBEBFS,498,1
A3G6T12CCLQ5YU,2019,0
A3PHU29FNBH1NW,526,1
AZ311BQ3SX1G0,476,1
A2BIB960QFJWZD,325,1
A2C93DG4LJ0UIM,2017,1
A3VVBTVOIYLJVC,379,0
A3Q1351EOKQ4DH,755,0
A25WL7E75KK134,923,1
A2HVUJSA0VSK4D,853,1
A3TBGB7VGRRYCT,2009,1
AMKWR51EXOPA4,898,0
A2ZPPP0XVV8C0W,364,1
A19R04IXWA4ZLX,2000,0
A2PEL01IY4YBLJ,832,0
A2BIB960QFJWZD,901,1
A1NXDNRUNL87XN,2008,0
A1SRI5PDX6WB9B,663,0
A1SRI5PDX6WB9B,640,1
A38EIJ4VOJH3YO,2018,0
A2ZPPP0XVV8C0W,469,1
A25WL7E75KK134,831,1
A2HVUJSA0VSK4D,796,1
AZ311BQ3SX1G0,475,1
A2ZPPP0XVV8C0W,935,1
A2J74WQXWG5M9W,2012,0
A2HVUJSA0VSK4D,776,1
AMKWR51EXOPA4,754,0
AJMWTFJTL8RLM,48,1
AJMWTFJTL8RLM,262,0
A38EIJ4VOJH3YO,754,0
A2BIB960QFJWZD,158,1
A2DIM099APN6L7,2018,1
AKEHW5BOBEBFS,887,0
A2PEL01IY4YBLJ,566,0
A2DIM099APN6L7,711,1
A1MYBMOZH043LK,447,1
A2J74WQXWG5M9W,954,0
A2PEL01IY4YBLJ,351,1
A2BIB960QFJWZD,711,1
A3TBGB7VGRRYCT,810,0
A2HVUJSA0VSK4D,838,1
A3KWQVFAS7MXE0,572,0
A1SRI5PDX6WB9B,646,0
A3Q1351EOKQ4DH,372,1
A3IFHW1AJNSQM3,838,1
A1MYBMOZH043LK,278,0
A2J74WQXWG5M9W,526,1
A3G6T12CCLQ5YU,363,1
A2BIB960QFJWZD,319,1
A2PEL01IY4YBLJ,423,1
A38EIJ4VOJH3YO,295,0
A1MYBMOZH043LK,912,1
A1LWNCUCQYFBFR,285,0
A2PEL01IY4YBLJ,842,0
A2BIB960QFJWZD,424,0
A1RFFFC4YSNLX9,631,0
A2PEL01IY4YBLJ,598,0
A2WDPK69XZC9H,2018,0
A11MPIAKPRMF9T,2012,0
AKEHW5BOBEBFS,641,1
A26UOQCTO9VDZO,599,0
AJMWTFJTL8RLM,248,1
A2DIM099APN6L7,566,1
A2J74WQXWG5M9W,749,0
AZ311BQ3SX1G0,361,1
A3S6OV9V7VWYNS,895,0
A26UOQCTO9VDZO,874,1
A2BIB960QFJWZD,722,1
A26UOQCTO9VDZO,353,0
A2MH3BPMSRX0C6,890,0
A1DXFMUVK5015A,901,0
A3G6T12CCLQ5YU,724,1
A1SRI5PDX6WB9B,992,1
A2J74WQXWG5M9W,858,0
A2J74WQXWG5M9W,153,0
A3EUG69TEKHXRU,2003,1
AKEHW5BOBEBFS,142,0
AZ311BQ3SX1G0,347,1
A26UOQCTO9VDZO,5,0
A1RFFFC4YSNLX9,729,0
A3VVBTVOIYLJVC,200,0
A3PHU29FNBH1NW,15,0
ANS32KK8E96UK,2016,1
AKEHW5BOBEBFS,122,1
A3Q1351EOKQ4DH,187,1
A2PEL01IY4YBLJ,359,1
A3PHU29FNBH1NW,611,0
A2HVUJSA0VSK4D,439,0
AJMWTFJTL8RLM,720,0
A2H1SXWWSQBT3D,2006,1
A396BEA7NCTDEW,298,1
A2PEL01IY4YBLJ,101,1
A1P02JFXRXG5V,412,1
A2HR7ZIX42FEPG,46,1
AGV5848LC2IXX,995,1
A1CO7S8BZUQROB,177,0
A1SRI5PDX6WB9B,835,0
A1SRI5PDX6WB9B,64,1
A2HVUJSA0VSK4D,302,1
AMKWR51EXOPA4,55,0
AZ311BQ3SX1G0,574,1
A2BIB960QFJWZD,911,0
AMKWR51EXOPA4,864,0
A2C93DG4LJ0UIM,2010,1
A1MYBMOZH043LK,514,0
AMKWR51EXOPA4,406,0
A3Q1351EOKQ4DH,854,0
A1SRI5PDX6WB9B,933,0
A38EIJ4VOJH3YO,43,1
APHOPRAFUG98Q,2006,1
A36R7L9ZP595YT,393,0
A2HVUJSA0VSK4D,607,0
A3G6T12CCLQ5YU,381,1
A21VFGQ9NQ1SY7,2017,1
A26UOQCTO9VDZO,247,0
AZ311BQ3SX1G0,487,1
A396BEA7NCTDEW,277,0
A1SRI5PDX6WB9B,493,0
A1WVLU0KTI9GYB,158,0
A37Q1H5T0FHDLM,2002,1
A2HVUJSA0VSK4D,997,1
A1QN51QK2KH8MR,109,0
A2BIB960QFJWZD,999,1
A1MYBMOZH043LK,358,0
A3KWQVFAS7MXE0,591,0
A3ELLEKJ287JZZ,569,0
A3KWQVFAS7MXE0,585,0
A3VVBTVOIYLJVC,716,1
A25WL7E75KK134,746,1
A2WDPK69XZC9H,901,0
A1SRI5PDX6WB9B,698,0
A1LWNCUCQYFBFR,0,0
A2BIB960QFJWZD,384,1
A2BIB960QFJWZD,907,0
A2ZPPP0XVV8C0W,616,0
A1WVLU0KTI9GYB,2,0
AZ311BQ3SX1G0,969,1
A3KWQVFAS7MXE0,665,0
AZ311BQ3SX1G0,686,1
A2BIB960QFJWZD,300,1
A2PEL01IY4YBLJ,499,1
A7NZ814Q5MX2R,2002,1
A6NCRR6O0HB2V,479,1
A2MH3BPMSRX0C6,2007,0
A1MYBMOZH043LK,558,0
AMKWR51EXOPA4,131,1
A2MH3BPMSRX0C6,934,0
AZ311BQ3SX1G0,979,1
A2J74WQXWG5M9W,470,0
A2DIM099APN6L7,12,1
A26UOQCTO9VDZO,464,1
A3871E2A67AEWA,2015,1
AMKWR51EXOPA4,925,0
A3RXKVAX8YR0PG,2007,1
AKEHW5BOBEBFS,0,1
A2PEL01IY4YBLJ,180,1
A3871E2A67AEWA,452,1
A1SRI5PDX6WB9B,910,0
A25WL7E75KK134,261,1
A2MH3BPMSRX0C6,817,1
AZ311BQ3SX1G0,399,1
A3PHU29FNBH1NW,642,1
A1SRI5PDX6WB9B,735,0
AZJYQJOIQSZ8H,25,0
A2J74WQXWG5M9W,639,1
A3KWQVFAS7MXE0,497,0
A3PHU29FNBH1NW,2009,1
A1WVLU0KTI9GYB,432,1
A1P02JFXRXG5V,303,1
A38EIJ4VOJH3YO,614,1
A2DIM099APN6L7,622,0
A2HMMY9VI0U0NX,2003,1
AY52II1OC5RZ1,647,0
AKEHW5BOBEBFS,674,0
A3Q1351EOKQ4DH,441,1
ASXM3V38FLUB8,74,1
AMKWR51EXOPA4,732,0
A2BIB960QFJWZD,950,1
A1WVLU0KTI9GYB,51,0
A3G6T12CCLQ5YU,414,0
A2BIB960QFJWZD,160,1
AGV5848LC2IXX,849,1
A396BEA7NCTDEW,239,1
A26UOQCTO9VDZO,21,0
AMKWR51EXOPA4,302,0
AMKWR51EXOPA4,221,0
A236Y9QSYZ99LX,2018,0
A3Q1351EOKQ4DH,425,0
AZ311BQ3SX1G0,122,1
A1MYBMOZH043LK,188,0
APHOPRAFUG98Q,808,1
A2BIB960QFJWZD,382,1
AGV5848LC2IXX,818,0
A1WVLU0KTI9GYB,268,0
A36R7L9ZP595YT,446,1
A2HR7ZIX42FEPG,69,0
AKEHW5BOBEBFS,254,0
A2ZPPP0XVV8C0W,561,0
A3KWQVFAS7MXE0,773,1
A1TMIL6ZSR5EOO,17,0
A1SRI5PDX6WB9B,998,0
A3Q1351EOKQ4DH,284,0
A1TMIL6ZSR5EOO,11,0
A2VYLJXZQG8YKS,2000,1
A1WVLU0KTI9GYB,420,0
A6NCRR6O0HB2V,2014,1
A26UOQCTO9VDZO,215,0
A2GO4IMROKOO2Q,2011,0
A17C3NVZ2X475R,2008,0
A2WDPK69XZC9H,2000,0
A2BIB960QFJWZD,969,1
A2PEL01IY4YBLJ,530,1
A3PHU29FNBH1NW,554,1
AGV5848LC2IXX,878,1
A1SRI5PDX6WB9B,811,0
A2BIB960QFJWZD,903,1
A2ZPPP0XVV8C0W,630,0
A382SL9ROIY1P6,160,1
A396BEA7NCTDEW,141,1
AZJYQJOIQSZ8H,5,0
A3KWQVFAS7MXE0,675,0
A3KWQVFAS7MXE0,1,1
A2H8UCYS4VV138,2002,1
AMKWR51EXOPA4,638,1
A3PHU29FNBH1NW,912,0
AB7QN439WP6RY,36,0
ANS32KK8E96UK,269,1
A1SRI5PDX6WB9B,40,1
A1GON75HGVWTMC,2017,1
A2HVUJSA0VSK4D,706,1
A38EIJ4VOJH3YO,767,1
A26UOQCTO9VDZO,760,1
A2BIB960QFJWZD,94,1
A25WL7E75KK134,855,1
A1SRI5PDX6WB9B,628,0
A881B8OX0B3BU,774,0
A2WDPK69XZC9H,946,1
A1MYBMOZH043LK,506,0
A2PEL01IY4YBLJ,999,1
A1SRI5PDX6WB9B,94,1
A2GO4IMROKOO2Q,97,0
A3KWQVFAS7MXE0,2010,0
A3PHU29FNBH1NW,866,1
A2BIB960QFJWZD,865,1
A2HVUJSA0VSK4D,803,1
AMKWR51EXOPA4,277,1
A2WDPK69XZC9H,987,1
AMKWR51EXOPA4,416,0
A38EIJ4VOJH3YO,208,0
A2H6R99EDPDGSG,2008,0
AMKWR51EXOPA4,120,0
A2HVUJSA0VSK4D,238,1
A2HVUJSA0VSK4D,841,0
A2PEL01IY4YBLJ,655,1
A2PEL01IY4YBLJ,246,1
A3G6T12CCLQ5YU,2008,0
A1MYBMOZH043LK,368,1
A2BIB960QFJWZD,116,1
A26UOQCTO9VDZO,103,1
AZ311BQ3SX1G0,667,1
A2ZPPP0XVV8C0W,604,0
AJMWTFJTL8RLM,100,0
AKEHW5BOBEBFS,450,0
A396BEA7NCTDEW,286,0
A2BIB960QFJWZD,485,1
A2BIB960QFJWZD,931,1
A2K74152PE156B,2018,0
A1QN51QK2KH8MR,114,1
A26UOQCTO9VDZO,673,0
AZ311BQ3SX1G0,24,1
A1FWIP27M5BL8L,502,0
A2PEL01IY4YBLJ,429,1
A2HHWFGVV9UUC5,338,1
ANPZ6FB1GSXL5,2010,1
AZ311BQ3SX1G0,732,1
A25WL7E75KK134,896,1
A3Q1351EOKQ4DH,94,1
A26UOQCTO9VDZO,194,0
A3Q1351EOKQ4DH,725,0
A3TBGB7VGRRYCT,864,0
A3KWQVFAS7MXE0,885,0
A2PEL01IY4YBLJ,585,1
A1SRI5PDX6WB9B,305,1
A2HVUJSA0VSK4D,982,1
A2J74WQXWG5M9W,924,1
A3HJNOCKXFOOVP,2008,1
A2J74WQXWG5M9W,494,0
A1SRI5PDX6WB9B,314,0
ANS32KK8E96UK,227,1
A382SL9ROIY1P6,128,0
A2PEL01IY4YBLJ,812,0
A3KWQVFAS7MXE0,436,0
A2J74WQXWG5M9W,2007,0
A2HVUJSA0VSK4D,610,1
A3Q1351EOKQ4DH,907,0
A3PHU29FNBH1NW,703,1
A2ZPPP0XVV8C0W,2001,0
A3Q1351EOKQ4DH,152,1
A2PEL01IY4YBLJ,45,1
A1P02JFXRXG5V,132,1
ANS32KK8E96UK,276,0
A2ZPPP0XVV8C0W,695,0
A3KWQVFAS7MXE0,813,1
A1P02JFXRXG5V,117,0
AZCMR6NXIX16N,2017,1
A19AKXWCST4F91,2016,1
A2PEL01IY4YBLJ,50,0
A3PHU29FNBH1NW,933,0
AZ311BQ3SX1G0,291,1
A26UOQCTO9VDZO,306,1
A3KWQVFAS7MXE0,671,0
AZ311BQ3SX1G0,152,1
A2J74WQXWG5M9W,551,0
A3S6OV9V7VWYNS,896,0
A36R7L9ZP595YT,382,0
A3KWQVFAS7MXE0,356,0
A3Q1351EOKQ4DH,408,0
A1RFFFC4YSNLX9,653,0
A1WVLU0KTI9GYB,346,0
A3PHU29FNBH1NW,603,0
AJMWTFJTL8RLM,751,0
A2PEL01IY4YBLJ,802,1
AUUQ22FMSEEB9,2003,1
AKEHW5BOBEBFS,98,1
A396BEA7NCTDEW,133,0
AJMWTFJTL8RLM,266,0
A3EUG69TEKHXRU,50,0
A3Q1351EOKQ4DH,636,1
ANS32KK8E96UK,120,0
A2J74WQXWG5M9W,823,1
A1MYBMOZH043LK,908,0
A2PEL01IY4YBLJ,327,1
AKEHW5BOBEBFS,43,0
AJMWTFJTL8RLM,2015,1
A2PEL01IY4YBLJ,968,1
A2PEL01IY4YBLJ,84,1
A3KWQVFAS7MXE0,643,0
A3KWQVFAS7MXE0,869,1
A2ZPPP0XVV8C0W,350,0
A3TBGB7VGRRYCT,849,1
A382SL9ROIY1P6,60,1
A2PEL01IY4YBLJ,144,1
AMKWR51EXOPA4,548,0
A3G6T12CCLQ5YU,858,1
A2PEL01IY4YBLJ,618,1
A38EIJ4VOJH3YO,287,0
A3KWQVFAS7MXE0,809,0
ANHAQ8Q7ZH72E,2017,1
A25WL7E75KK134,197,1
A25WL7E75KK134,849,0
AZ311BQ3SX1G0,216,1
A2BIB960QFJWZD,494,1
A3Q1351EOKQ4DH,154,0
A2J74WQXWG5M9W,832,0
A2J74WQXWG5M9W,743,0
A2HVUJSA0VSK4D,407,1
A2PEL01IY4YBLJ,953,0
ANS32KK8E96UK,201,1
A3Q1351EOKQ4DH,332,1
A1I43J7QNQAVRM,2001,1
AJMWTFJTL8RLM,644,1
A1SRI5PDX6WB9B,832,0
A2UKVO0TM47C1O,2011,0
A1SRI5PDX6WB9B,498,1
A16LTR3HF70L05,2005,0
A1MYBMOZH043LK,545,1
AMKWR51EXOPA4,281,1
A1MYBMOZH043LK,429,0
A29MM3QH9J9AI5,543,1
A23KNYW5XJ9FKD,2004,0
A2PEL01IY4YBLJ,788,0
A38EIJ4VOJH3YO,670,0
A1SRI5PDX6WB9B,970,0
A23KNYW5XJ9FKD,325,0
AKEHW5BOBEBFS,248,0
A2BIB960QFJWZD,516,0
AJMWTFJTL8RLM,640,1
A1P02JFXRXG5V,237,0
AMKWR51EXOPA4,984,0
A3KWQVFAS7MXE0,10,1
AMJ9X1MIE8CZ5,2001,0
A1MYBMOZH043LK,295,0
AKEHW5BOBEBFS,38,1
A31ZHT72OMVBS,2002,1
A2ZPPP0XVV8C0W,353,0
A3IFHW1AJNSQM3,2002,1
APHOPRAFUG98Q,2009,0
A25WL7E75KK134,940,1
A1SRI5PDX6WB9B,80,1
AMKWR51EXOPA4,377,0
A2I5WWSM7AQRA5,2007,0
A2ZPPP0XVV8C0W,895,0
A1SRI5PDX6WB9B,30,0
AZ311BQ3SX1G0,32,1
A3KWQVFAS7MXE0,6,1
A2BIB960QFJWZD,397,0
A11MPIAKPRMF9T,371,0
A1WVLU0KTI9GYB,40,1
A2BIB960QFJWZD,333,1
A1SRI5PDX6WB9B,372,1
A26UOQCTO9VDZO,44,1
A2VYLJXZQG8YKS,2006,1
A1MYBMOZH043LK,216,0
A3Q1351EOKQ4DH,198,0
AJMWTFJTL8RLM,58,0
A29MM3QH9J9AI5,542,0
A2A590N8RKPF36,2004,0
A2HVUJSA0VSK4D,597,0
A2H1SXWWSQBT3D,331,1
AKEHW5BOBEBFS,392,1
A2J74WQXWG5M9W,889,0
A25WL7E75KK134,922,1
A2J74WQXWG5M9W,517,1
A38EIJ4VOJH3YO,333,1
A2ZPPP0XVV8C0W,489,0
AKEHW5BOBEBFS,669,1
A23KNYW5XJ9FKD,351,0
A25WL7E75KK134,256,1
A2PEL01IY4YBLJ,97,1
A2BIB960QFJWZD,788,0
A38EIJ4VOJH3YO,144,1
A382SL9ROIY1P6,79,1
A2PEL01IY4YBLJ,731,1
A3VVBTVOIYLJVC,322,0
AKEHW5BOBEBFS,471,0
A3KWQVFAS7MXE0,974,0
AMKWR51EXOPA4,977,1
AH8FV7DVN4VHT,2015,1
A2HVUJSA0VSK4D,279,1
AY52II1OC5RZ1,629,0
A2J74WQXWG5M9W,846,0
AMKWR51EXOPA4,475,0
A2PEL01IY4YBLJ,92,0
A2J74WQXWG5M9W,843,0
AJMWTFJTL8RLM,188,0
A2ZPPP0XVV8C0W,549,0
A3ELLEKJ287JZZ,622,0
A3VVBTVOIYLJVC,396,0
A2HVUJSA0VSK4D,209,1
AESJ13H0TYMZ1,2016,1
A2GO4IMROKOO2Q,92,0
A3Q1351EOKQ4DH,526,1
A1SRI5PDX6WB9B,2004,1
A16SBLA5LW3HXA,2017,1
A29MM3QH9J9AI5,525,0
A3G6T12CCLQ5YU,733,1
A3KWQVFAS7MXE0,474,0
A2PEL01IY4YBLJ,707,1
A26UOQCTO9VDZO,203,0
A3S6OV9V7VWYNS,799,0
A36R7L9ZP595YT,392,1
A1P02JFXRXG5V,289,1
A2HVUJSA0VSK4D,233,0
AGV5848LC2IXX,2015,1
A2J74WQXWG5M9W,922,0
A3PHU29FNBH1NW,950,1
A1RFFFC4YSNLX9,724,0
A3VVBTVOIYLJVC,104,0
AYAD78AI5KL0T,17,0
AMKWR51EXOPA4,847,1
A3Q1351EOKQ4DH,562,1
A1SRI5PDX6WB9B,995,1
A1MYBMOZH043LK,955,1
A2HVUJSA0VSK4D,504,1
A396BEA7NCTDEW,172,0
AKEHW5BOBEBFS,607,0
A382SL9ROIY1P6,75,1
AH8FV7DVN4VHT,2012,0
AZ311BQ3SX1G0,525,1
AZ311BQ3SX1G0,295,1
A26UOQCTO9VDZO,552,1
A2BIB960QFJWZD,989,1
A2DIM099APN6L7,599,1
AKEHW5BOBEBFS,386,1
A2ZPPP0XVV8C0W,805,0
A1VRYZXSODH6Z0,2011,0
A3VVBTVOIYLJVC,154,0
A3Q1351EOKQ4DH,593,0
AMKWR51EXOPA4,734,0
A11Z433NFKM28M,520,0
A2BIB960QFJWZD,416,1
A2LY23NHYISUQ2,2007,0
A881B8OX0B3BU,2001,1
A1SRI5PDX6WB9B,942,1
A3KWQVFAS7MXE0,7,0
AMKWR51EXOPA4,780,0
A2BIB960QFJWZD,274,1
A2PEL01IY4YBLJ,80,1
A2PEL01IY4YBLJ,365,0
A23KNYW5XJ9FKD,328,0
A21HRAFQT4OILB,2019,0
A26UOQCTO9VDZO,210,1
A2PEL01IY4YBLJ,817,1
AMKWR51EXOPA4,515,0
A3PHU29FNBH1NW,2007,0
A2HVUJSA0VSK4D,338,0
A3KWQVFAS7MXE0,674,1
A2PEL01IY4YBLJ,644,1
A1SRI5PDX6WB9B,404,0
A1P02JFXRXG5V,357,1
A1SRVU0V65XJAK,2004,0
A3Q1351EOKQ4DH,882,0
A2BIB960QFJWZD,468,1
A198X28FHY2OY0,2012,0
A2PEL01IY4YBLJ,563,0
A2HVUJSA0VSK4D,598,1
AKEHW5BOBEBFS,128,0
AYAD78AI5KL0T,13,0
AMKWR51EXOPA4,627,1
ANS32KK8E96UK,2014,0
A1SRI5PDX6WB9B,973,1
AKEHW5BOBEBFS,91,0
AP6QQARIPXRD1,2017,1
A1WVLU0KTI9GYB,300,0
A23KNYW5XJ9FKD,352,0
A3ALE08BHAEH9Q,2018,0
A25WL7E75KK134,168,0
A1MYBMOZH043LK,991,0
A1SRI5PDX6WB9B,524,0
A3KWQVFAS7MXE0,520,0
A2ZPPP0XVV8C0W,435,1
A2BIB960QFJWZD,567,0
AKEHW5BOBEBFS,841,1
A1SRI5PDX6WB9B,685,0
A1P02JFXRXG5V,330,0
AYH6G17Q8FY3B,2019,1
AJMWTFJTL8RLM,196,0
A38EIJ4VOJH3YO,271,1
A26UOQCTO9VDZO,846,0
AYH6G17Q8FY3B,2006,1
A2HVUJSA0VSK4D,491,1
A2PEL01IY4YBLJ,931,1
A3PHU29FNBH1NW,570,0
A2BIB960QFJWZD,553,1
A1TMIL6ZSR5EOO,23,1
A2FCCX7X5TVB9C,2006,1
A396BEA7NCTDEW,148,1
A2JJ3HTE17QJBZ,2018,1
A2DIM099APN6L7,590,1
A3Q1351EOKQ4DH,586,1
A2MH3BPMSRX0C6,800,0
A3PHU29FNBH1NW,697,0
A3Q1351EOKQ4DH,615,0
A2WDPK69XZC9H,938,1
A1MYBMOZH043LK,592,0
A2J74WQXWG5M9W,472,1
A3VVBTVOIYLJVC,23,0
A1KIBD7YIBPRED,73,0
A3ELLEKJ287JZZ,649,0
AMKWR51EXOPA4,457,1
A3KWQVFAS7MXE0,919,0
AJMWTFJTL8RLM,669,0
A3VVBTVOIYLJVC,329,0
A38EIJ4VOJH3YO,817,1
A26UOQCTO9VDZO,60,1
A1CO9E7XI2CSDA,2019,0
A1SRI5PDX6WB9B,520,0
A2DIM099APN6L7,554,1
A3USUCSBMVMT82,2008,0
AJMWTFJTL8RLM,96,0
ANS32KK8E96UK,206,1
A3LDGJ1IBZTJE6,2015,1
A3G6T12CCLQ5YU,837,1
AGV5848LC2IXX,910,0
A2BIB960QFJWZD,854,1
A3Q1351EOKQ4DH,62,1
ANS32KK8E96UK,223,0
A3ELLEKJ287JZZ,576,1
A1SRI5PDX6WB9B,756,1
AMKWR51EXOPA4,362,0
A2KRCDDFHGHLFV,2000,1
A1SRI5PDX6WB9B,996,0
A3VVBTVOIYLJVC,191,1
A2PEL01IY4YBLJ,142,0
A3TBGB7VGRRYCT,794,1
AMKWR51EXOPA4,386,1
A1WVLU0KTI9GYB,29,1
A3G6T12CCLQ5YU,2002,1
AZ311BQ3SX1G0,502,1
A3TBGB7VGRRYCT,808,1
A3TBGB7VGRRYCT,819,0
A2PEL01IY4YBLJ,399,0
A2BIB960QFJWZD,147,1
A3KWQVFAS7MXE0,817,0
A1L09AVOUS47FK,289,0
A2J74WQXWG5M9W,100,0
A2J74WQXWG5M9W,8,0
A2ZPPP0XVV8C0W,984,1
A2HHWFGVV9UUC5,336,0
A2BIB960QFJWZD,921,0
A2ZPPP0XVV8C0W,582,0
A3Q1351EOKQ4DH,188,0
AZ311BQ3SX1G0,972,1
A2J74WQXWG5M9W,827,1
A3Q1351EOKQ4DH,548,1
A2J74WQXWG5M9W,151,0
A3PHU29FNBH1NW,772,0
A1LWNCUCQYFBFR,284,0
A2PEL01IY4YBLJ,460,1
A1SRI5PDX6WB9B,422,0
A3KWQVFAS7MXE0,448,0
AKEHW5BOBEBFS,326,0
A1CO7S8BZUQROB,281,0
A2H8UCYS4VV138,872,0
A3Q1351EOKQ4DH,499,1
A3PHU29FNBH1NW,2011,0
A2PEL01IY4YBLJ,232,1
A2BIB960QFJWZD,96,1
AZ311BQ3SX1G0,672,1
A3Q1351EOKQ4DH,492,0
A2HVUJSA0VSK4D,789,1
AMKWR51EXOPA4,551,0
A25WL7E75KK134,958,1
A1MYBMOZH043LK,291,0
A2BIB960QFJWZD,449,1
A2ZPPP0XVV8C0W,894,0
A2WDPK69XZC9H,796,1
AMKWR51EXOPA4,974,1
A3VVBTVOIYLJVC,140,1
AMKWR51EXOPA4,766,0
A2ZPPP0XVV8C0W,472,1
A2BIB960QFJWZD,253,1
AMKWR51EXOPA4,839,1
A1YJKLVJW1FE33,2012,0
AJMWTFJTL8RLM,161,0
AJMWTFJTL8RLM,799,1
A1CO9E7XI2CSDA,734,1
A3VVBTVOIYLJVC,4,0
ANS32KK8E96UK,179,0
ANPZ6FB1GSXL5,2012,0
A1BFBATCZRLEXM,2017,1
A2HVUJSA0VSK4D,709,1
AKEHW5BOBEBFS,140,1
A3KWQVFAS7MXE0,681,0
A2HVUJSA0VSK4D,937,0
A25WL7E75KK134,808,1
A2BIB960QFJWZD,125,1
A1WVLU0KTI9GYB,357,0
AZJYQJOIQSZ8H,2012,1
A2GO4IMROKOO2Q,75,0
A1WVLU0KTI9GYB,243,1
AZ311BQ3SX1G0,444,1
A1MYBMOZH043LK,245,1
A2LBH2X1DIWOD,2004,0
A3PHU29FNBH1NW,812,1
A3KWQVFAS7MXE0,492,0
